address,lat,long,zip
0 WESTBOUND 56 OFF RAMP BLACK MTN ROAD,32.9414332,-117.1293518,0
0 WESTBOUND W MISSION BAY ONRAMP FROM NORTHBOUND 2400 INGRAHAM STREET,32.7634645,-117.2322369,92109
0 WESTONHILL DRIVE,32.9178677,-117.135685,92126
0 WIGHTMAN STREET,32.7478361,-117.1110493,0
0 WILLOW ROAD,32.5486573,-117.0423613,92173
0 WILSON AVENUE,32.7533004,-117.1167823,0
0 WITHERBY STREET,32.7501342,-117.1887228,0
0 WORDEN STREET,32.7456659,-117.2272181,0
0 WORLD TRADE DRIVE,32.9833556,-117.0737994,92128
0 WYATT PLACE,32.5669144,-117.0318082,92154
0 ZASLAVSKY PLACE ,33.018889,-117.1233478,92127
0 ft North of SCL of West bound DRIVE,0,0,0
0 highway 8 ,0,0,0
0 north of the north curb line 3458 University AVENUE,32.7499501,-117.1190896,2255
10 05TH AVENUE,32.710605,-117.160422,92101
10 11TH AVENUE,32.7061764,-117.1547975,92113
10 14TH STREET,32.7054489,-117.1518696,92101
10 16TH STREET,32.7054479,-117.149444,92113
10 17TH STREET,32.7057582,-117.1483718,92101
10 19TH STREET,32.7054454,-117.1469681,92102
10 200 FRIARS ROAD,32.7747497,-117.1538667,0
10 20TH STREET,32.7058974,-117.1457869,3808
10 21ST STREET,32.7053692,-117.1451697,3802
10 22ND STREET,32.7053961,-117.1444185,92102
10 24TH STREET,32.7054086,-117.142615,3904
10 25TH STREET,32.7054729,-117.1405941,92102
10 26TH STREET,32.7055633,-117.1382691,92102
10 28TH STREET,32.7112186,-117.1336823,92102
10 29TH STREET,32.7058661,-117.132085,92102
10 30TH STREET,32.709685,-117.130519,4159
10 31ST STREET,32.7093133,-117.12756,92102
10 BLOCK S 28TH STREET,32.7051051,-117.1340668,92113
10 E FEET OF THE CURB LINE OF 1200 1ST AVENUE,32.7177696,-117.1638714,92187
10 E FEET OF THE CURBLINE OF FRONT STREET,32.7324099,-117.1648615,0
10 E FEET OF WCL OF 900 OTAY VALLEY ROAD,32.5777753,-116.9998666,92154
10 E FT OF CURBLINE OF 2200 EBERS STREET,32.7486866,-117.2414329,92107
10 E FT OF ECL OF 1600 FRONTAGE ROAD,32.7508393473482,-117.07017717042,0
10 E FT OF THE WCL OF 350 S 36TH STREET,32.7026272,-117.1170703,1615
10 E FT OF WCL DRIVE,0,0,0
10 E FT W OF CURB LINE OF 12700 VIA GRIMALDI ,32.9317411,-117.2500145,3808
10 E OF CL 15800 BERNARDO CENTER DRIVE,33.0052287,-117.0921782,2362
10 E OF CL 3900 KANSAS STREET,32.7485398,-117.131412,92104
10 E OF CURB LINE OF 2600 CALLE TRES LOMAS ,32.6743725,-117.0545877,2204
10 E OF THE WCL OF 11700 SORRENTO VALLEY ROAD,32.914079,-117.2335923,92121
10 E OF WCL 11300 POBLADO ROAD,33.0279131,-117.0871796,1309
10 E OF WCL 12200 BLACK MTN ROAD,32.9384117,-117.1294811,3659
10 E OF WCL 4300 MISSION BOULEVARD,32.7936796,-117.2545925,3916
10 FEET N OF SC ,0,0,92056
10 FEET N OF THE SCL 14100 CARMEL VALLEY ROAD,32.9737841,-117.1492874,92130
10 FEET S OF THE N CURBLINE OF 4400 HOME AVENUE,32.7289245,-117.0997773,92105
10 FT E OF ECL 1100 11TH AVENUE,32.7168273,-117.1547243,92101
10 FT E OF ECL 4300 CENTRAL AVENUE,32.7552668,-117.1082221,92105
10 FT E OF WCL 3300 44TH STREET,32.7402611,-117.0999741,92105
10 FT E OF WCL 500 13TH STREET,32.7104701,-117.1528131,92101
10 FT E OF WCL 600 COLUMBIA STREET,32.7115325,-117.1673917,92101
10 FT E OF WCL 800 13TH STREET,32.7136546,-117.1528358,92101
10 FT E OF WCL OF 4600 NIMITZ BOULEVARD,32.7512481,-117.2361204,92107
10 FT N OF NCL 2700 KURTZ STREET,32.7498963,-117.1998825,92110
10 FT N OF SC ,0,0,92056
10 FT N OF SCL 2000 LOGAN AVENUE,32.7002454,-117.1425304,92113
10 FT N OF SCL 4600 EL CAJON BOULEVARD,32.7561885,-117.0954738,4401
10 FT N OF THE SCL OF 5400 CARMEL MTN ROAD,32.9216748,-117.2146422,92130
10 FT S OF NC ,0,0,0
10 FT S OF NCL 100 W BROADWAY ,32.7159445,-117.1640174,3811
10 FT S OF NCL 2700 LOGAN AVENUE,32.6971049,-117.1359592,2338
10 FT S OF NCL 3000 L STREET,32.7074662,-117.129539,4138
10 FT S OF NCL 3100 COMMERCIAL STREET,32.705285,-117.1273568,92113
10 FT S OF NCL 3200 IMPERIAL AVENUE,32.7064409,-117.1252422,92102
10 FT S OF NCL OF 4200 UNIVERSITY AVENUE,32.7496428,-117.104474,1503
10 FT W OF ,0,0,0
10 FT W OF ECL 1800 S 32ND STREET,32.6868391,-117.1254915,92136
10 FT W OF ECL 1900 INDIA STREET,32.7244229,-117.1685881,2215
10 FT W OF ECL 2400 FLORIDA DRIVE,32.730453,-117.1431257,92104
10 FT W OF ECL 3800 EUCLID AVENUE,32.7476795,-117.0923151,92105
10 FT W OF ECL 600 10TH AVENUE,32.7115606,-117.1555917,7218
10 FT W OF ECL OF 200 S 28TH STREET,32.7039348,-117.1341545,1344
10 FT W OF ECL OF 3700 FAIRMT AVENUE,32.7464601,-117.10094,92105
10 FT W OF ECL OF 3730 NIMITZ BOULEVARD,32.7379854,-117.2309884,2728
10 FTS OF NCL OF 2900 COMMERCIAL STREET,32.7052951,-117.1320575,92113
10 N FEET OF SCL OF 2800 IRIS AVENUE,32.5695698,-117.072775,3338
10 N OF SCL 100 UNIVERSITY AVE 9' E OF ECL 3900 1ST AVENUE,32.7482407,-117.163909,92103
10 S 28TH STREET,32.7051051,-117.1340668,92113
10 S FEET OF CURB LINE 6700 SKYLINE DRIVE,32.70128,-117.0546607,92114
10 S FEET OF CURBLINE OF 5800 BLAZING STAR ,32.963695,-117.1961787,92130
10 S FEET OF NCL 2200 GRAND AVENUE,32.8003551,-117.2292719,92109
10 S FEET OF NCL 8300 MIRAMESA BOULEVARD,32.9136598,-117.1448019,92126
10 S FEET OF THE CURB LINE OF 2400 CORONADO AVENUE,32.5765319,-117.0815202,92154
10 S FEET OF THE CURBLINE OF 6300 MALCOLM DRIVE,32.7550167,-117.0602706,5838
10 S FT OF CURBLINE OF 3800 VALLEY CENTRE DRIVE,32.937789,-117.2333244,92130
10 S FT OF THE CURB LLINE OF 2005 MAIN STREET,32.6974554328291,-117.144753003795,0
10 S OF CL 15000 CAM DEL NORTE ,32.9938741,-117.0781495,92128
10 S OF NCL ,32.7177083,-117.1749981,92101
10 S OF NCL 4500 THORN STREET,32.7402379,-117.0977401,92105
10 S OF THE CBL OF 900 STATE STREET,32.7146575,-117.1665056,92101
10 S OF THE NCL 3800 QUARTER MILE DRIVE,32.9573841,-117.2319412,1297
10 S OF THE NCL OF 14200 CARMEL VALLEY ,32.9398273,-117.2029363,0
10 S28TH STREET,32.7051051,-117.1340668,92113
10 SB OFF RAMP,0,0,0
10 SOUTHBOUND OFF RAMP,0,0,0
10 TONY GWYNN DRIVE,32.7063959,-117.1582552,92101
10 TREVOR HOFFMAN WAY,32.706075,-117.1565473,0
10 W FEET OF ECL OF 2329 54TH STREET,32.7301344,-117.0795231,4930
10 W FEET OF THE CURBLINE OF 3900 OHIO STREET,32.7485402,-117.1288988,92104
10 W FEET OF THE ECL OF 3900 LAMONT STREET,32.7917721,-117.2325737,92109
10 W FT S OF NCL 4600 POINT LOMA ,32.70003,-117.2466838,0
10 W OF CL 12500 SABRE SPRINGS PARKWAY,32.9444507,-117.0955837,92064
10 W OF THE ECL OF 9450 SCRANTON ,32.8931387,-117.2033038,92121
10 W OF THE ECL OF ROAD,0,0,0
100 01ST AVENUE,32.7093122,-117.1639438,92101
100 05TH AVENUE,32.7071698,-117.1603011,92101
100 06TH AVENUE,32.7069634,-117.1592414,7002
100 12TH AVENUE,32.7104495,-117.1538517,92101
100 13TH STREET,32.7055843,-117.1533217,92101
100 14TH STREET,32.7063039,-117.151893,92101
100 15TH ,32.7062991,-117.1503749,92101
100 15TH AVENUE,32.7062991,-117.1503749,92101
100 15TH STREET,32.7062991,-117.1503749,92101
100 16TH STREET,32.7068352,-117.1496831,92101
100 17TH STREET,32.7062833,-117.1485282,92101
100 19TH STREET,32.7062786,-117.1467234,3806
100 20TH STREET,32.7048415,-117.1462666,92102
100 21ST STREET,32.7062971,-117.1448992,3817
100 24TH STREET,32.706321,-117.1424175,3906
100 25TH STREET,32.7063407,-117.1402135,92102
100 26TH STREET,32.7063554,-117.1381235,3913
100 27TH STREET,32.7063723,-117.1359859,4006
100 28TH STREET,32.7063935,-117.1338742,4010
100 29TH STREET,32.7063866,-117.1320713,4113
100 30TH STREET,32.7064087,-117.1295417,4118
100 31ST STREET,32.7064259,-117.1273704,4317
100 32ND STREET,32.7064461,-117.1252422,92102
100 35TH STREET,32.7069204,-117.1187921,4415
100 36TH STREET,32.7069268,-117.1169793,92102
100 47TH STREET,32.7042169,-117.093725,4810
100 49TH STREET,32.7042422,-117.0894033,92102
100 69TH STREET,32.7706422,-117.0493448,92115
100 A STREET,32.7186807,-117.1606358,92101
100 ALVERSON ROAD,32.5559064,-117.0512949,92173
100 ANTHRACITE WAY,0,0,0
100 ASH STREET,32.7198842,-117.1638408,92101
100 AUTO CIRCLE ,32.7655922,-117.1536403,0
100 AVERIL ROAD,32.556072,-117.0542919,92173
100 BEECH STREET,32.7208979,-117.1638397,92101
100 BLOCK OF ALVERSON ROAD,32.5559064,-117.0512949,92173
100 BLOCK OF J STREET,32.7096678,-117.162721,92101
100 BLOCK VIA DE SAN YSIDRO ,32.5502312,-117.0460823,2909
100 BROADWAY ,32.7157647,-117.1637961,5002
100 C STREET,32.5519834,-117.0393669,2719
100 CALLE PRIMAVERA ,0,0,0
100 CALLE PRIMERA ,32.5508561,-117.0459933,92173
100 CALLE PRIMERA ROAD,32.5508561,-117.0459933,92173
100 CAM DE LA REINA ,32.7681323,-117.1537646,92108
100 CARMEL VALLEY ROAD,32.9401569,-117.2608275,92014
100 CATALINA BOULEVARD,32.7093355,-117.2492792,92106
100 CEDAR STREET,32.7220992,-117.1638499,92101
100 CENTER STREET,32.5519834,-117.0393669,2719
100 CESAR CHAVEZ PARKWAY,32.7006603,-117.1450526,0
100 COAST BOULEVARD,32.8391333,-117.2812025,92037
100 COTTONWOOD ROAD,32.5537953,-117.0480025,92173
100 CROSBY ROAD,32.6974282,-117.1501759,92101
100 DEEP DELL ROAD,32.700041,-117.0354886,92114
100 DICKINSON STREET,32.7553893,-117.1641189,2012
100 DIZA ROAD,32.5650558,-117.0424217,1511
100 E CALLE PRIMERA ,32.5505391,-117.0444032,92173
100 E HARBOR DRIVE,32.7091137,-117.1629201,6757
100 E SAN YSIDRO BOULEVARD,32.5519104,-117.0442348,92173
100 E SEAWARD AVENUE,32.5570532,-117.0440969,2624
100 EAST OLIVE DRIVE,32.5526713,-117.0425464,2657
100 ELM STREET,32.7242715,-117.163503,2602
100 ENCINITAS BOULEVARD,33.0489121,-117.2911255,92024
100 EUCLID AVENUE,32.7046021,-117.0850818,92114
100 FEET N OF NCL OF 2900 NATIONAL AVENUE,32.6961746,-117.131635,2420
100 FRANCIS STREET,32.7044506,-117.1198634,92113
100 FT S OF SCL 3000 FRANKLIN AVENUE,32.7022255,-117.1294815,1415
100 FT W OF NCL OF AVENUE,0,0,0
100 FT W OF WCL OF ,0,0,0
100 G STREET,32.7125264,-117.1637774,92101
100 GRAPE STREET,32.7261416,-117.1638891,92101
100 HALL AVENUE,32.5545352,-117.0445953,2515
100 HARBOR DRIVE,32.7293076,-117.1997407,92101
100 HAWTHORN STREET,32.727336,-117.1600935,92101
100 HENSON STREET,32.7064159,-117.0616478,4248
100 HOLLISTER STREET,32.5947338,-117.0841131,92154
100 HOTEL CIRCLE SOUTH ,32.7589958,-117.1771347,92108
100 HOTEL NORTH CIRCLE,32.7617859,-117.1666087,92108
100 IMPERIAL AVENUE,32.7041977,-117.0982973,0
100 ISLAND AVENUE,32.7105694,-117.1635721,7000
100 IVY STREET,32.7282354,-117.1638981,2004
100 JUNIPER STREET,32.7292801,-117.1639138,1502
100 KALMIA STREET,32.730326,-117.1639176,92101
100 KENYATTA DRIVE,32.7030254,-117.0691584,5513
100 LAS FLORES TERRACE,32.7039682,-117.0759706,4028
100 LATIMER STREET,32.7030586,-117.0696019,5516
100 LAUREL STREET,32.7316388,-117.1613448,92101
100 LEWIS STREET,32.7518657,-117.1639791,2019
100 LOUISIANA AVENUE,32.5447,-117.0374349,92173
100 MAPLE STREET,32.732433,-117.161896,92103
100 MARKET STREET,32.7115284,-117.1637744,92101
100 MARKETPLACE AVENUE,32.7037899,-117.0994553,1964
100 MEADOWBROOK DRIVE,32.7026392,-117.0307795,92114
100 MONTECITO WAY,32.7528343,-117.1641002,92103
100 MT CARMEL DRIVE,32.5608167,-117.0428966,92173
100 N HIGHLAND AV- PARKING LOT ,32.6879309,-117.1029572,91950
100 N HIGHLAND AVENUE,32.6879309,-117.1029572,91950
100 N OF THE NCL OF 9300 MIRA MESA BOULEVARD,32.9172418,-117.1247563,4817
100 NOELINE WAY,32.7039303,-117.0229578,7456
100 PADRE TULLIO DRIVE,32.5608351,-117.0434687,2125
100 PARK BOULEVARD,32.7070275,-117.1548988,92101
100 PARK PLAZA,32.706729,-117.155017,6695
100 PENNSYLVANIA AVENUE,32.7451259,-117.1638919,4015
100 PRIMERA ,32.5528952,-117.0499053,0
100 ROBINSON AVENUE,32.7469428,-117.1639079,4018
100 ROYAL OAK DRIVE,32.7034359,-117.0267043,7410
100 S 16TH STREET,32.7051759,-117.149461,92113
100 S 17TH STREET,32.5839099,-117.0946716,92154
100 S 22ND STREET,32.7062886,-117.1439676,92102
100 S 28TH STREET,32.7048359,-117.133873,92113
100 S 30TH STREET,32.705742,-117.1295313,1315
100 S 31ST STREET,32.7058894,-117.1273809,92113
100 S 32ND STREET,32.7050622,-117.1255845,92113
100 S 33RD STREET,32.7049302,-117.1226283,92113
100 S 35TH STREET,32.7048898,-117.1187794,1604
100 S 36TH STREET,32.7048664,-117.1168296,1611
100 S 38TH STREET,32.6970876,-117.1124664,92113
100 S 40TH STREET,32.7040766,-117.1079196,92113
100 S 45TH STREET,32.7040687,-117.0980014,92113
100 S 47TH STREET,32.7040685,-117.0937304,92113
100 S 58TH STREET,32.703948,-117.0735984,92114
100 S BANCROFT STREET,32.7048601,-117.1239145,92113
100 S EUCLID AVENUE,32.7000472,-117.0848912,92114
100 S EVANS STREET,32.7052663,-117.1354747,92113
100 S FEET OF CURBLINE OF 6000 KENWOOD STREET,32.7112384,-117.0680018,2331
100 S FEET OF THE CURBLINE OF STREET,0,0,0
100 S FT OF CURB LINE OF EBERS STREET,32.742414,-117.2469517,92107
100 S MEADOWBROOK DRIVE,32.7024865,-117.030752,7310
100 S OFF RAMP,0,0,0
100 S REDWORKS DRIVEWAY,32.7028437,-117.1021756,92113
100 S ROYAL OAK DRIVE,32.7034243,-117.0267083,92114
100 S SAN JACINTO DRIVE,32.7037942,-117.081543,3738
100 S SYCHAR ROAD,32.7032571,-117.0428407,92114
100 S VALENCIA PARKWAY,32.7007859,-117.0696982,92114
100 SAN JACINTO DRIVE,32.7042011,-117.0815546,3729
100 SEA WORLD DRIVE,32.7597966,-117.232876,92109
100 SIENA STREET,32.7028796,-117.0368981,92114
100 SPRUCE STREET,32.7386883,-117.1639866,92103
100 SUMATRA LANE,32.7000735,-117.045911,92114
100 SYCHAR ROAD,32.7033694,-117.0429026,92114
100 TONY GWYNN DRIVE,32.7063959,-117.1582552,92101
100 UNIVERSITY AVENUE,32.7482407,-117.1639145,92103
100 UPAS STREET,32.7410117,-117.1636295,4818
100 VALENCIA PARKWAY,32.7007859,-117.0696982,92114
100 VIA DE LA VALLE ,32.9805301,-117.2694885,92014
100 VIA DE SAN YSIDRO ,32.5502312,-117.0460823,2909
100 VIA DE SAN YSIDRO BOULEVARD,32.5502312,-117.0460823,2909
100 VIRGINIA AVENUE,32.549336,-117.036446,92173
100 W A STREET,32.7190889,-117.1614461,92101
100 W ARBOR DRIVE,32.7537856,-117.1649926,92103
100 W ASH STREET,32.719884,-117.16386,92101
100 W B STREET,32.7179835,-117.1640369,92101
100 W BEECH STREET,32.7208979,-117.1638397,92101
100 W BROADWAY ,32.7159445,-117.1640174,3811
100 W C STREET,32.7165598,-117.1637188,92101
100 W CALLE PRIMERA ,32.5508561,-117.0459933,92173
100 W CEDAR STREET,32.7219675,-117.1638579,92101
100 W E STREET,32.7146344,-117.1637959,92101
100 W F STREET,32.713595,-117.1637779,92101
100 W FIR STREET,32.7251007,-117.1638899,1902
100 W G STREET,32.7125266,-117.1637955,92101
100 W GRAPE STREET,32.7261418,-117.1639074,1965
100 W HARBOR DRIVE,32.7091967,-117.1645479,92101
100 W HAWTHORN STREET,32.7271898,-117.1639095,92101
100 W ISLAND AVENUE,32.7103919,-117.1637925,6704
100 W IVY STREET,32.7282353,-117.1639161,92101
100 W LAUREL STREET,32.7313787,-117.1639415,1420
100 W LEWIS STREET,32.7518657,-117.1639853,2021
100 W MAPLE STREET,32.7326926,-117.164814,6524
100 W MARKET STREET,32.7115284,-117.1637744,92101
100 W PARK BOULEVARD,32.5523741,-117.0445335,92173
100 W PENNSYLVANIA AVENUE,32.7451259,-117.1639033,4016
100 W SAN SYIDRO BOULEVARD,32.5522555,-117.0445698,2517
100 W SAN YSIDRO BOULEVARD,32.5522555,-117.0445698,2517
100 W SEAWARD AVENUE,32.5569311,-117.0446175,92173
100 W SPRUCE STREET,32.7386881,-117.1640049,5525
100 W UNIVERSITY AVENUE,32.7482407,-117.1639145,92103
100 W WASHINGTON STREET,32.7499659,-117.1639162,92103
100 WALNUT AVENUE,32.7414711,-117.1639705,92103
100 WASHINGTON STREET,32.7499659,-117.1639106,92103
100 WE HALL AVENUE,32.5546209,-117.0462954,92173
100 WEST STREET,32.7041347,-117.0968931,92113
100 WILLIE JAMES JONES AVENUE,32.704185,-117.0882614,92102
100 WILLOW ROAD,32.552007,-117.0423613,92173
100 WOODMAN STREET,32.7038547,-117.0548665,5813
100 WORTHINGTON STREET,32.6973261,-117.018519,91977
100 YMCA WAY,0,0,0
1000 01ST AVENUE,32.715771,-117.1638057,92101
1000 02ND AVENUE,32.7162545,-117.1633618,92101
1000 03RD AVENUE,32.7158989,-117.1621373,92101
1000 04TH AVENUE,32.7166241,-117.1616064,92101
1000 05TH AVENUE,32.7157397,-117.1601681,92101
1000 06TH AVENUE,32.7158234,-117.1594301,92101
1000 07TH AVENUE,32.7157529,-117.1583399,92101
1000 08TH AVENUE,32.7158401,-117.1575836,92101
1000 09TH AVENUE,32.7157548,-117.1565103,92101
1000 10TH AVENUE,32.7157707,-117.1556102,92101
1000 11TH AVENUE,32.7157761,-117.1547177,92101
1000 13TH STREET,32.7157534,-117.1528507,5610
1000 15TH STREET,32.7157645,-117.1503982,1805
1000 16TH STREET,32.715777,-117.1494885,92101
1000 17TH STREET,32.7157757,-117.1485665,92101
1000 19TH STREET,32.7158041,-117.1467635,92102
1000 20TH STREET,32.7158038,-117.1458694,1808
1000 21ST STREET,32.7158085,-117.1449327,1816
1000 25TH STREET,32.715825,-117.1402802,92102
1000 26TH STREET,32.7158367,-117.1381879,1002
1000 28TH STREET,32.7158486,-117.1337874,92102
1000 29TH STREET,32.7158574,-117.1317678,2222
1000 30TH STREET,32.7161378,-117.1296056,92102
1000 33RD STREET,32.7160111,-117.1232197,92102
1000 3OTH ,32.6959525,-117.12948,2430
1000 40TH STREET,32.6960808,-117.1081585,3308
1000 44TH STREET,32.6958757,-117.1002477,92113
1000 47TH STREET,32.7160453,-117.0935773,92102
1000 60TH STREET,32.7153155,-117.0679819,2409
1000 A STREET,32.7188763,-117.155663,92101
1000 AGATE STREET,32.8104296,-117.2557991,92109
1000 ALBERTA PLACE,32.7480035,-117.1722866,2833
1000 AMACAYO COURT,32.577635,-117.0978376,92154
1000 ANCHORAGE LANE,32.7191933,-117.2310217,3058
1000 AUTO CIRCLE,32.7655922,-117.1536403,0
1000 B STREET,32.7178212,-117.1556322,4702
1000 BEARDSLEY STREET,32.7018312,-117.1467548,2103
1000 BERYL STREET,32.8039018,-117.2538094,92109
1000 BEYER WAY,32.5776898,-117.0640927,92154
1000 BOLLENBACHER STREET,32.716429,-117.0730313,92114
1000 BROADWAY ,32.7157661,-117.1494884,0
1000 BUENOS AVENUE,32.7672728,-117.202407,92110
1000 BUSH STREET,32.7473368,-117.1722911,2805
1000 C STREET,32.7168273,-117.1556336,5522
1000 CAM DE LA REINA ,32.7681323,-117.1537646,92108
1000 CAM DEL RIO NORTH ,32.765575902602,-117.155277946613,0
1000 CAM DEL RIO SOUTH ,32.5836667,-117.0969731,92154
1000 CAMINO DE LA REINA ,32.7682497,-117.1537961,92108
1000 CAMINO DEL RIO NORTH ,32.7660386,-117.1554601,3208
1000 CAMINO DEL RIO SOUTH ,32.7649034,-117.153255,92108
1000 CARDIFF STREET,32.7165268,-117.0255374,92114
1000 CARLSBAD COURT,32.7166822,-117.0234565,5044
1000 CARLSBAD STREET,32.7120411,-117.0194701,5031
1000 CAROLINA LANE,32.7165593,-117.0882039,92102
1000 CARROLL CANYON ROAD,32.8901937,-117.2089564,92121
1000 CASS STREET,32.8020211,-117.2532593,92109
1000 CATALINA BOULEVARD,32.7237143,-117.2452451,4102
1000 CESAR E CHAVEZ PARKWAY,32.7006603,-117.1450526,92113
1000 CHALCEDONY STREET,32.8020211,-117.2532593,92109
1000 COAST BOULEVARD,32.8486185,-117.2759194,92037
1000 COBAN STREET,32.69516,-117.08551,92113
1000 COLUMBIA STREET,32.7157806,-117.1674125,92101
1000 CORDOVA STREET,32.7256835,-117.2556657,4002
1000 CORNISH DRIVE,32.7251681,-117.2530417,4128
1000 CUDAHY PLACE,32.7659763,-117.2016792,92110
1000 CYPRESS WAY,32.7448264,-117.1551955,92103
1000 DAWES STREET,32.8015246,-117.2511632,92109
1000 DENNERY ROAD,32.5755054,-117.0352779,92154
1000 DEVONSHIRE DRIVE,32.7257461,-117.2547226,4004
1000 DEWEY STREET,32.7011667,-117.1418377,92113
1000 DIAMOND STREET,32.8001688,-117.2526848,92109
1000 DIMARINO STREET,32.7174567,-117.04071,3023
1000 DONAHUE STREET,32.7653208,-117.1890104,92110
1000 DRACMA DRIVE,32.5790834,-117.0720621,2133
1000 E STREET,32.714702,-117.155603,6587
1000 ELWOOD AVENUE,32.7161183,-117.0832748,92114
1000 EMERALD STREET,32.7992467,-117.252384,92109
1000 ESSEX STREET,32.7474601,-117.1552542,3304
1000 EUCLID AVENUE,32.7168935,-117.0850291,92114
1000 EVELYN STREET,32.7158975,-117.0517712,92114
1000 EVERGREEN STREET,32.7205627,-117.2345052,2436
1000 F STREET,32.7136316,-117.1555807,6518
1000 FASHION VALLEY ROAD,32.7626276,-117.169695,92108
1000 FELSPAR STREET,32.7983166,-117.2521021,92109
1000 FIESTA ISLAND ROAD,32.7803533,-117.2218823,8402
1000 FLESPAR STREET,32.7983166,-117.2521021,92109
1000 FRONT STREET,32.716293,-117.164436,92101
1000 G STREET,32.7124879,-117.1522753,6522
1000 GARNET AVENUE,32.7977281,-117.2516994,2833
1000 GENESEE AVENUE,32.8419881,-117.1975858,0
1000 GENEVA AVENUE,32.7167733,-117.0810455,92114
1000 GENTER STREET,32.8374314,-117.2710561,5518
1000 GOSHEN STREET,32.7658731,-117.1868041,92110
1000 GRAND AVENUE,32.7955285,-117.25125,4117
1000 GRANGER STREET,32.5773707,-117.1021729,1861
1000 HOTEL SOUTH CIRCLE,32.759391,-117.1770078,92108
1000 IMPERIAL AVENUE,32.7063025,-117.1552404,92113
1000 INDIA STREET,32.7157849,-117.1683057,92101
1000 ISLAND AVENUE,32.7105889,-117.1553901,7229
1000 J STREET,32.7094181,-117.1555473,7208
1000 JOHNSON AVENUE,32.7542972,-117.1554059,2316
1000 K STREET,32.708396,-117.1555555,7462
1000 KELTON ROAD,32.7160235,-117.0749285,92114
1000 KETTNER BOULEVARD,32.7157873,-117.1692095,92101
1000 KLINE STREET,32.8435836,-117.2735095,92037
1000 LA JOLLA PARKWAY,32.8464115,-117.2436327,92037
1000 LAW STREET,32.8029626,-117.2535243,92109
1000 LINCOLN AVENUE,32.7522205,-117.1552121,2320
1000 LORING STREET,32.8057986,-117.2544392,1860
1000 MADDEN AVENUE,32.5792492,-117.0711114,2140
1000 MANOR WAY,32.7233167,-117.2432554,92106
1000 MARINERS WAY,32.7678586,-117.2444929,92109
1000 MARKET STREET,32.7115337,-117.1553301,92101
1000 MERCY ROAD,32.9416046,-117.1203585,0
1000 MISSOURI STREET,32.8011033,-117.2529492,2657
1000 MOANA DRIVE,32.7243454,-117.2486026,4107
1000 MORENA BOULEVARD,32.7665188,-117.1993503,92110
1000 MYRTLE WAY,32.7415995,-117.1533859,5123
1000 N 40TH STREET,32.6960808,-117.1081585,3308
1000 N G STREET ( SIDEWALK ) ,0,0,0
1000 NAUTILUS STREET,32.8325927,-117.2708857,92037
1000 NEWKIRK DRIVE,32.8250488,-117.2682335,92037
1000 NORTH HARBOR DRIVE,32.7156489,-117.1755992,92132
1000 OLIVER AVENUE,32.792599,-117.2503406,5025
1000 OPAL STREET,32.8068138,-117.2546907,92109
1000 OUTER ROAD,32.5784439,-117.083583,92154
1000 PACIFIC BEACH DRIVE,32.7917928,-117.2499981,5033
1000 PACIFIC HIGHWAY,32.7156333,-117.171194,92132
1000 PARK BOULEVARD,32.7156276,-117.1537245,92101
1000 PARSONS LANDING ,32.5801443,-117.0197978,92154
1000 PASCOE STREET,32.7517013,-117.1549046,2323
1000 PEARL STREET,32.8405084,-117.2725297,5132
1000 PICCARD AVENUE,32.5787228,-117.0502372,2565
1000 PROSPECT STREET,32.8476128,-117.2749827,4146
1000 QUAIL STREET,32.7159553,-117.1095581,3443
1000 RANSOM STREET,32.5779668,-117.0427621,2616
1000 REAGAN ROAD,32.9140506,-117.1493543,92126
1000 REED AVENUE,32.793537,-117.250648,92109
1000 REEF DRIVE,32.5786999,-117.065012,92154
1000 ROBINSON AVENUE,32.746404,-117.1552801,92103
1000 ROLLING DUNES WAY,32.5783845,-117.0964886,92154
1000 ROSECRANS STREET,32.7201881,-117.2329378,92106
1000 S 16TH STREET,32.7041376,-117.1500839,92113
1000 S 28TH STREET,32.6959285,-117.1338147,92113
1000 S 29TH STREET,32.6959448,-117.1316601,2423
1000 S 30TH STREET,32.6959525,-117.12948,2430
1000 S 31ST STREET,32.6959788,-117.1273008,2530
1000 S 32ND STREET,32.695981,-117.1253427,2536
1000 S 35TH STREET,32.6959965,-117.1189219,3101
1000 S 36TH STREET,32.6960006,-117.1167641,92113
1000 S 37TH STREET,32.6960201,-117.1146214,3203
1000 S 38TH STREET,32.69604,-117.112461,3209
1000 S 39TH STREET,32.6957496,-117.110535,3213
1000 S 40TH STREET,32.6960808,-117.1081585,3308
1000 S 41ST STREET,32.6960964,-117.1060518,92113
1000 S 43RD STREET,32.6958257,-117.102724,3402
1000 S 44TH STREET,32.6958757,-117.1002477,92113
1000 S 45TH STREET,32.6956025,-117.0981054,92113
1000 S 49TH STREET,32.695692,-117.0905203,3570
1000 S EVANS STREET,32.6983626,-117.1417696,92113
1000 S WOODMAN STREET,32.692051,-117.0490938,92114
1000 S45TH STREET,32.6956025,-117.0981054,92113
1000 SAMPSON STREET,32.6972124,-117.1400968,92113
1000 SANTA CLARA PLACE,32.7831201,-117.2494315,92109
1000 SATURN BOULEVARD,32.5777425,-117.0927387,92154
1000 SCOTT STREET,32.7196925,-117.2318422,3024
1000 SEA GLASS WAY,32.5783367,-117.0956837,92154
